Student 98 : [82.03, 78.87, 49.23, 3.62, 26.69, 51.76, 87.69, 10.3, 43.98, 47.68, 51.93, 90.45, 87.87, 9.66, 64.89, 25.9, 6.62, 91.52, 70.53, 51.72, 68.06, 57.65, 95.79, 93.42, 17.23, 48.09, 7.82, 79.22, 44.42, 69.35, 27.34, 13.6, 20.53, 17.01, 76.86, 45.07, 38.64, 9.85, 13.8, 86.39, 86.09, 16.51, 22.89, 48.52, 59.84, 85.78, 19.46, 30.94, 29.13, 49.59, 46.08, 70.76, 44.24, 53.35, 28.51, 90.09, 87.92, 83.06, 93.85, 97.35, 66.99, 0.44, 43.57, 91.9, 45.28, 67.91, 17.33, 93.09, 26.74, 43.79, 79.64, 65.41, 7.36, 54.75, 10.68, 39.15, 28.1, 7.2, 85.03, 32.75, 77.53, 82.54, 77.77]
Student 99 : [98.5, 60.49, 51.5, 8.96, 22.59, 18.54, 57.54, 86.05, 18.31, 40.56, 85.13, 65.47, 45.49, 78.99, 98.47, 72.81, 87.59, 5.78, 40.3, 75.87, 68.37, 69.97, 57.6, 4.78, 19.54, 7.52, 69.66, 47.21, 48.09, 65.03, 79.35, 85.97, 28.53, 39.24, 12.9, 6.88, 63.45, 39.98, 49.23, 81.06, 13.63, 56.18, 66.0, 17.74, 98.18, 41.49, 86.06, 91.14, 4.73, 38.82, 55.65, 68.13, 29.55, 31.91, 23.34, 2.19, 88.75, 45.85, 17.76, 13.57, 2.78, 18.15, 40.83, 45.52, 58.55, 27.51, 3.76, 72.16, 96.37, 98.21, 32.81, 34.85, 52.05, 94.7, 63.67, 0.67, 8.25, 83.2, 24.36, 69.38, 74.29, 64.82, 79.61]
Student 100 : [47.18, 62.84, 51.48, 41.21, 26.49, 99.93, 94.91, 20.47, 23.26, 64.03, 88.46, 91.15, 33.51, 1.04, 68.06, 97.17, 71.59, 2.16, 18.1, 71.01, 69.69, 29.29, 19.43, 28.54, 88.0, 10.17, 59.16, 90.03, 40.3, 68.44, 50.16, 75.61, 8.49, 33.01, 53.87, 41.49, 66.61, 53.4, 73.59, 94.42, 60.04, 32.69, 86.77, 46.22, 88.6, 78.26, 14.97, 47.69, 23.9, 61.97, 87.93, 71.68, 50.55, 76.17, 44.07, 98.74, 58.49, 69.34, 24.13, 95.94, 29.42, 46.52, 56.93, 68.92, 54.28, 23.34, 6.36, 10.5, 90.49, 29.62, 47.64, 65.61, 17.87, 69.08, 67.29, 81.13, 80.43, 54.48, 36.09, 12.1, 7.52, 54.81, 87.22]
Student 101 : [49.42, 60.28, 41.19, 55.95, 46.4, 70.58, 82.64, 54.64, 64.09, 16.38, 15.76, 91.15, 36.28, 74.66, 3.87, 62.05, 69.65, 15.94, 95.06, 35.97, 78.1, 76.69, 80.41, 64.45, 28.65, 81.6, 76.11, 1.09, 93.12, 78.28, 15.99, 1.92, 47.41, 11.51, 27.58, 45.06, 11.1, 56.17, 4.69, 51.98, 74.06, 48.43, 82.77, 14.32, 14.06, 3.45, 69.33, 30.74, 69.32, 84.4, 81.16, 35.96, 93.62, 92.32, 92.36, 61.08, 87.99, 79.48, 2.9, 98.17, 72.39, 49.65, 96.11, 55.25, 34.09, 98.09, 65.18, 78.04, 64.73, 61.22, 53.91, 84.06, 77.43, 91.4, 74.77, 1.45, 77.39, 45.71, 38.79, 29.96, 44.53, 79.4, 55.8]
Student 102 : [0.36, 9.61, 35.4, 59.48, 93.2, 44.82, 42.88, 78.43, 21.95, 34.62, 20.65, 31.4, 64.56, 29.76, 2.47, 9.92, 76.85, 34.94, 81.31, 51.56, 18.95, 32.59, 75.51, 56.3, 27.59, 88.41, 68.84, 67.46, 61.17, 53.67, 94.84, 36.12, 66.69, 77.95, 91.1, 30.86, 30.71, 59.38, 44.73, 64.31, 80.1, 89.11, 86.95, 82.2, 92.57, 91.45, 71.6, 1.31, 61.88, 22.25, 90.09, 88.44, 38.07, 63.7, 33.61, 44.16, 29.09, 46.31, 12.38, 92.48, 7.2, 35.79, 81.33, 80.05, 10.55, 46.1, 1.46, 57.39, 68.58, 78.36, 87.44, 48.28, 8.41, 40.11, 52.98, 13.64, 18.58, 68.95, 67.76, 81.09, 56.41, 70.72, 82.44]
Student 103 : [59.58, 16.16, 97.34, 23.7, 9.99, 29.45, 11.98, 93.07, 25.23, 69.97, 89.71, 27.17, 56.62, 33.85, 19.53, 40.13, 45.1, 83.88, 47.28, 20.11, 43.69, 5.54, 47.79, 33.24, 88.74, 45.58, 34.51, 38.48, 93.28, 43.4, 19.97, 58.14, 94.41, 19.67, 19.67, 35.28, 11.71, 30.59, 86.71, 36.34, 63.84, 30.99, 75.68, 24.9, 46.39, 15.12, 60.01, 40.93, 95.8, 20.11, 69.36, 68.62, 51.25, 83.58, 70.83, 65.62, 79.17, 44.55, 91.06, 56.51, 43.83, 64.57, 65.05, 64.41, 91.04, 24.68, 1.79, 65.64, 62.19, 23.08, 77.11, 4.74, 70.81, 58.14, 99.47, 99.85, 55.03, 32.09, 45.82, 1.33, 65.79, 51.53, 31.65]
Student 104 : [55.99, 27.8, 38.4, 72.87, 55.44, 87.82, 9.16, 91.13, 83.66, 70.17, 31.72, 12.15, 61.33, 21.69, 27.17, 41.03, 21.85, 83.43, 52.3, 75.79, 87.43, 43.87, 97.12, 2.73, 30.75, 76.92, 32.61, 36.17, 75.89, 12.37, 45.98, 57.73, 85.27, 8.57, 58.0, 59.0, 25.67, 97.26, 77.08, 68.03, 5.47, 48.5, 8.2, 44.82, 27.95, 60.26, 1.39, 64.09, 10.98, 11.47, 93.98, 64.34, 81.93, 30.02, 73.54, 31.64, 68.73, 18.02, 64.55, 3.8, 72.87, 45.23, 20.59, 25.82, 27.93, 68.9, 86.01, 61.35, 18.95, 62.89, 76.5, 66.24, 61.64, 42.72, 16.13, 60.35, 18.52, 53.98, 59.97, 91.37, 58.96, 51.48, 26.14]
Student 105 : [41.11, 53.44, 50.4, 72.33, 98.03, 65.05, 58.67, 67.06, 82.12, 39.77, 90.63, 31.16, 44.24, 7.25, 92.99, 95.28, 69.87, 86.97, 17.82, 82.08, 48.44, 61.92, 77.02, 56.16, 94.13, 48.55, 12.5, 84.57, 60.19, 32.11, 87.22, 72.29, 69.14, 86.87, 53.78, 70.11, 28.31, 42.09, 23.72, 26.53, 12.11, 85.93, 43.68, 69.44, 70.3, 22.24, 82.37, 59.18, 65.01, 7.99, 46.19, 49.55, 48.46, 2.63, 70.77, 30.54, 67.72, 55.13, 80.69, 3.08, 23.5, 39.13, 70.17, 54.02, 15.87, 22.14, 34.07, 57.73, 81.13, 20.97, 70.14, 29.88, 61.59, 52.14, 81.06, 98.07, 52.66, 33.47, 28.14, 34.67, 40.19, 31.11, 27.11]
Student 106 : [35.63, 19.03, 26.81, 64.78, 55.55, 6.55, 78.79, 1.9, 20.21, 10.58, 62.4, 84.67, 92.56, 87.82, 44.74, 88.08, 29.04, 38.56, 83.96, 47.28, 50.49, 48.08, 20.12, 93.67, 12.46, 73.59, 58.29, 2.92, 98.04, 72.11, 12.66, 99.78, 20.78, 92.69, 53.28, 12.83, 30.43, 49.9, 59.57, 36.07, 60.1, 54.22, 38.58, 33.65, 39.84, 0.26, 10.3, 19.08, 28.63, 3.44, 96.91, 50.8, 84.55, 32.25, 78.67, 12.45, 1.11, 4.38, 94.94, 87.88, 86.74, 2.57, 75.88, 98.5, 53.85, 18.53, 87.45, 43.96, 14.2, 52.08, 60.56, 75.45, 48.03, 76.31, 53.66, 35.75, 25.84, 29.81, 67.36, 19.96, 13.79, 11.82, 89.6]
Student 107 : [16.39, 92.84, 71.46, 6.39, 13.59, 94.9, 69.83, 89.45, 97.49, 48.78, 8.61, 62.93, 98.98, 49.51, 53.83, 92.03, 0.91, 60.61, 30.84, 57.35, 92.5, 94.37, 96.29, 14.6, 49.75, 23.28, 97.18, 99.59, 6.8, 87.69, 26.33, 28.68, 20.05, 39.3, 78.09, 90.19, 3.37, 0.42, 92.84, 82.69, 30.97, 25.12, 54.54, 32.56, 62.19, 19.58, 71.28, 14.91, 41.98, 16.61, 26.06, 9.62, 70.06, 1.69, 31.96, 47.4, 11.86, 56.83, 64.0, 39.32, 45.43, 21.99, 68.69, 38.03, 99.79, 74.35, 71.36, 48.55, 42.01, 90.11, 11.36, 92.38, 13.55, 85.26, 35.53, 29.84, 98.99, 27.93, 71.67, 62.53, 34.87, 77.08, 85.29]
Student 108 : [24.47, 71.32, 39.66, 88.71, 64.27, 71.21, 97.63, 82.0, 31.97, 97.84, 67.11, 82.75, 35.78, 49.01, 18.55, 80.97, 69.61, 22.23, 80.22, 10.96, 86.37, 93.86, 9.27, 93.97, 77.22, 45.17, 59.79, 13.01, 90.15, 83.93, 20.46, 39.02, 53.2, 10.88, 95.34, 10.42, 63.45, 71.41, 18.48, 92.26, 65.58, 14.62, 25.49, 5.81, 71.46, 54.18, 53.24, 24.25, 65.69, 88.38, 2.7, 76.35, 1.06, 90.67, 79.5, 86.16, 12.75, 25.78, 21.48, 3.9, 70.29, 81.64, 33.34, 50.86, 42.3, 32.89, 74.87, 9.53, 70.51, 67.62, 90.83, 38.94, 37.06, 15.91, 28.39, 84.91, 61.57, 16.06, 60.92, 84.91, 83.07, 42.34, 25.99]
Student 109 : [21.69, 45.04, 78.9, 56.0, 92.81, 51.71, 40.3, 24.69, 85.07, 4.74, 58.3, 90.2, 93.84, 62.65, 71.24, 94.68, 27.17, 4.77, 54.36, 70.68, 4.74, 65.41, 87.23, 27.1, 13.48, 51.5, 15.11, 4.64, 72.8, 84.04, 57.74, 12.31, 57.58, 71.79, 15.55, 88.69, 50.6, 47.03, 98.79, 66.99, 48.01, 67.24, 58.08, 61.15, 20.83, 14.34, 26.16, 31.78, 43.8, 3.31, 90.37, 35.66, 38.53, 46.03, 2.71, 9.62, 42.37, 2.77, 0.18, 91.33, 6.64, 93.91, 51.99, 32.78, 48.06, 37.28, 72.04, 19.87, 26.07, 22.96, 35.4, 71.52, 95.16, 36.51, 15.51, 55.16, 86.17, 94.14, 15.29, 22.08, 3.59, 58.82, 99.84]
Student 110 : [31.92, 17.05, 37.65, 85.05, 8.72, 31.66, 63.18, 96.73, 12.17, 42.14, 36.19, 60.18, 93.29, 28.17, 98.92, 21.8, 35.43, 51.34, 0.73, 92.25, 61.95, 74.69, 60.81, 63.23, 10.66, 68.97, 15.74, 70.9, 34.37, 91.44, 50.69, 44.28, 32.61, 0.29, 53.92, 61.48, 79.74, 85.29, 39.64, 12.26, 91.16, 53.65, 56.37, 31.66, 61.25, 8.9, 34.72, 25.72, 13.93, 0.35, 31.66, 58.34, 30.36, 0.56, 96.7, 5.67, 56.46, 89.48, 19.34, 13.52, 47.85, 84.76, 17.13, 12.15, 79.55, 60.49, 88.77, 53.06, 33.48, 38.62, 87.78, 32.38, 78.09, 21.06, 68.82, 57.15, 71.36, 54.29, 20.85, 91.97, 50.88, 82.72, 29.31]
Student 111 : [13.22, 93.9, 74.91, 26.54, 46.71, 19.62, 30.5, 87.21, 67.48, 94.49, 98.62, 67.01, 79.52, 20.02, 90.42, 16.78, 45.69, 86.18, 8.14, 88.32, 97.3, 32.08, 28.7, 92.85, 71.14, 87.29, 80.74, 71.52, 94.58, 92.67, 2.45, 41.33, 83.28, 94.48, 94.89, 69.51, 51.12, 16.19, 52.77, 86.16, 57.47, 38.76, 63.53, 65.79, 32.77, 62.1, 13.88, 96.16, 30.51, 77.64, 32.95, 5.24, 50.73, 55.49, 31.17, 36.03, 68.34, 38.17, 64.89, 42.44, 78.04, 37.36, 68.06, 29.79, 37.13, 50.14, 44.51, 78.39, 46.89, 46.85, 6.88, 69.72, 64.22, 33.95, 81.67, 81.39, 75.92, 62.16, 73.75, 29.2, 0.07, 32.65, 98.23]
Student 112 : [25.61, 84.19, 64.89, 84.43, 31.5, 3.91, 88.77, 22.83, 67.54, 40.8, 15.45, 85.03, 87.88, 47.54, 62.37, 29.98, 57.18, 98.83, 28.42, 36.12, 5.8, 2.16, 20.23, 30.36, 40.72, 32.96, 5.13, 73.82, 27.0, 33.46, 37.78, 57.17, 73.0, 2.0, 96.33, 29.26, 36.65, 78.52, 68.26, 94.27, 19.76, 1.07, 46.15, 64.48, 32.75, 67.99, 29.29, 48.67, 93.02, 91.04, 78.17, 89.14, 66.99, 65.66, 35.91, 34.66, 77.69, 16.59, 13.23, 50.78, 77.99, 99.08, 31.64, 24.54, 32.75, 49.2, 33.2, 16.03, 62.4, 80.23, 94.9, 46.03, 75.06, 16.38, 30.35, 85.57, 54.76, 39.96, 22.45, 31.55, 79.13, 3.55, 6.7]
Student 113 : [24.78, 27.86, 57.07, 76.79, 0.73, 77.18, 48.87, 23.02, 29.68, 55.26, 74.19, 3.55, 37.18, 41.3, 99.38, 78.79, 57.88, 60.32, 86.17, 27.95, 60.21, 2.85, 36.37, 2.6, 77.91, 23.21, 46.9, 34.5, 57.64, 58.32, 67.19, 64.89, 10.69, 54.4, 69.05, 9.82, 39.18, 62.19, 10.2, 0.58, 92.21, 63.36, 97.03, 42.04, 95.83, 20.23, 29.72, 12.81, 92.3, 99.07, 43.09, 90.57, 18.64, 3.16, 40.64, 23.73, 52.25, 65.95, 55.75, 86.07, 52.26, 96.99, 64.13, 44.88, 29.28, 43.73, 14.6, 45.44, 83.45, 30.76, 41.39, 64.12, 60.61, 64.72, 70.74, 11.4, 90.28, 47.97, 36.71, 71.64, 85.19, 27.0, 76.82]
Student 114 : [63.98, 73.4, 1.83, 84.98, 69.55, 18.13, 33.74, 13.92, 57.62, 34.52, 72.05, 57.14, 96.17, 23.75, 96.53, 50.3, 96.24, 59.6, 2.74, 12.45, 99.67, 95.97, 90.39, 82.14, 14.41, 83.51, 17.95, 16.8, 14.61, 96.08, 46.22, 39.93, 56.24, 14.48, 34.66, 87.73, 32.83, 26.98, 86.01, 89.08, 10.49, 84.1, 57.15, 11.2, 36.52, 88.57, 67.02, 16.83, 11.76, 10.25, 36.28, 8.43, 53.16, 90.91, 87.19, 79.61, 50.33, 43.7, 17.64, 54.95, 37.13, 58.27, 38.15, 75.43, 58.14, 94.17, 27.26, 78.69, 8.24, 82.22, 17.16, 30.73, 63.62, 56.37, 68.84, 89.11, 2.2, 7.14, 34.26, 16.01, 32.79, 81.83, 31.19]
Student 115 : [45.47, 84.5, 35.42, 62.02, 46.69, 58.01, 39.62, 46.59, 33.16, 75.49, 65.69, 49.86, 71.17, 13.29, 37.31, 67.2, 30.23, 90.82, 62.59, 49.44, 66.78, 96.41, 1.42, 55.47, 51.65, 92.95, 85.3, 65.24, 49.57, 26.03, 53.59, 50.51, 99.42, 41.69, 31.05, 18.37, 49.97, 96.79, 47.74, 0.85, 77.49, 11.01, 94.02, 62.99, 48.49, 65.98, 11.42, 40.91, 94.18, 4.81, 42.67, 2.25, 31.26, 23.03, 3.48, 41.35, 97.92, 70.45, 92.67, 83.7, 73.68, 3.1, 27.59, 75.8, 16.94, 33.86, 77.14, 79.28, 85.11, 31.0, 66.09, 71.69, 98.7, 5.19, 41.41, 80.02, 73.13, 6.86, 23.56, 37.61, 69.65, 28.61, 14.08]
Student 116 : [25.83, 0.32, 69.45, 6.95, 52.3, 71.44, 45.93, 38.62, 42.55, 54.93, 44.79, 54.88, 71.53, 86.78, 83.01, 9.13, 46.31, 10.79, 22.08, 3.64, 84.3, 2.73, 53.86, 42.56, 67.49, 1.93, 35.93, 0.06, 5.25, 33.86, 96.66, 4.81, 2.26, 11.9, 83.05, 98.41, 94.11, 39.75, 29.67, 59.72, 82.97, 96.75, 85.8, 99.76, 78.58, 77.44, 49.76, 22.46, 25.41, 74.28, 24.24, 15.54, 76.15, 37.6, 24.59, 82.54, 53.5, 20.45, 43.22, 52.45, 27.87, 17.78, 97.52, 6.2, 26.55, 39.06, 66.18, 41.05, 81.8, 11.29, 49.41, 53.0, 19.66, 95.71, 72.2, 55.28, 89.16, 15.19, 86.48, 66.36, 32.57, 32.03, 18.21]
Student 117 : [24.73, 42.41, 83.21, 36.47, 18.51, 31.04, 91.44, 11.26, 84.47, 72.79, 48.96, 51.36, 51.34, 89.09, 53.98, 68.11, 56.54, 98.02, 29.66, 81.08, 79.8, 21.61, 37.36, 89.72, 86.48, 83.89, 88.83, 72.84, 63.5, 91.27, 95.33, 41.06, 64.28, 33.05, 33.39, 34.48, 52.88, 52.42, 38.24, 40.19, 52.12, 15.97, 58.45, 2.44, 55.62, 53.1, 18.36, 12.08, 59.52, 46.09, 38.39, 91.19, 6.09, 25.97, 57.64, 34.08, 8.35, 69.89, 87.95, 25.99, 42.78, 1.51, 4.31, 37.76, 55.19, 67.62, 42.21, 86.0, 23.89, 1.38, 29.74, 56.31, 63.9, 85.29, 29.27, 9.75, 36.05, 95.56, 1.65, 32.18, 45.6, 43.77, 34.49]
Student 118 : [26.12, 6.16, 78.52, 97.98, 71.78, 61.31, 41.15, 56.37, 53.75, 77.67, 41.94, 93.84, 28.01, 94.99, 95.62, 90.88, 25.83, 37.76, 59.93, 46.23, 73.24, 85.24, 55.05, 77.14, 37.6, 1.57, 16.92, 48.6, 60.69, 89.04, 21.01, 45.58, 18.67, 36.87, 58.43, 38.79, 82.55, 25.72, 93.59, 58.17, 39.86, 13.69, 83.65, 80.97, 78.23, 73.42, 94.01, 61.52, 24.38, 72.04, 1.26, 78.27, 78.47, 85.5, 35.03, 50.56, 82.87, 17.47, 73.95, 82.09, 17.14, 48.93, 77.06, 21.23, 16.15, 79.23, 1.88, 89.11, 67.38, 32.14, 32.91, 15.81, 55.03, 90.76, 20.56, 42.04, 83.52, 94.43, 8.91, 89.32, 31.15, 77.38, 13.58]
Student 119 : [77.84, 91.3, 9.78, 58.33, 47.55, 6.6, 47.62, 57.94, 48.75, 40.6, 6.9, 60.27, 99.7, 35.18, 25.58, 33.42, 25.38, 13.1, 61.93, 66.18, 34.06, 99.03, 43.21, 45.55, 6.63, 23.78, 41.33, 91.1, 62.81, 76.89, 27.15, 28.53, 31.82, 76.83, 7.46, 41.19, 21.43, 61.6, 54.43, 72.94, 48.96, 63.12, 95.74, 68.15, 70.76, 18.24, 45.74, 25.37, 22.35, 86.27, 22.6, 10.31, 60.41, 88.47, 14.78, 20.24, 80.14, 58.51, 31.06, 17.62, 66.58, 94.39, 92.96, 53.48, 26.9, 32.3, 5.52, 82.75, 42.17, 20.65, 73.38, 32.95, 71.9, 58.69, 12.3, 25.63, 42.01, 78.09, 43.46, 65.16, 48.33, 88.44, 47.76]
Student 120 : [86.83, 4.07, 61.21, 27.17, 35.41, 46.84, 56.2, 44.25, 97.31, 59.84, 51.58, 78.32, 97.73, 60.37, 48.57, 20.42, 23.47, 48.25, 98.54, 26.92, 33.2, 43.75, 43.76, 7.9, 44.72, 27.32, 38.57, 6.74, 48.12, 73.83, 23.26, 34.27, 50.58, 81.95, 62.57, 24.02, 5.85, 22.2, 40.69, 43.05, 19.5, 65.99, 25.55, 27.58, 49.63, 12.5, 76.66, 11.65, 41.8, 0.14, 72.75, 82.95, 47.18, 75.03, 78.11, 30.56, 72.97, 90.16, 49.85, 46.09, 5.62, 25.89, 12.39, 1.87, 28.78, 54.82, 89.67, 57.61, 30.72, 22.38, 91.13, 40.52, 58.36, 78.04, 93.12, 2.98, 29.24, 71.74, 43.83, 86.26, 56.68, 24.72, 46.87]
Student 121 : [56.18, 94.22, 83.6, 3.71, 66.87, 70.43, 6.61, 83.87, 65.85, 60.98, 62.41, 21.14, 34.44, 52.76, 76.37, 67.44, 48.8, 78.3, 84.79, 18.4, 13.37, 67.77, 4.25, 16.62, 75.65, 20.02, 58.04, 7.2, 43.78, 86.56, 87.34, 26.1, 29.38, 5.05, 65.07, 95.65, 41.98, 89.09, 73.05, 73.56, 68.75, 79.58, 99.78, 51.69, 83.14, 89.75, 64.89, 29.5, 39.73, 30.56, 79.35, 92.86, 29.0, 86.3, 5.51, 13.93, 85.24, 21.04, 90.28, 49.93, 63.66, 35.79, 6.09, 59.86, 28.82, 63.74, 49.63, 76.47, 25.08, 85.94, 16.14, 68.34, 32.36, 73.71, 88.27, 1.67, 45.42, 15.56, 53.04, 64.64, 53.44, 66.06, 87.61]
Student 122 : [91.72, 55.9, 69.79, 75.81, 56.88, 71.09, 48.46, 10.41, 71.29, 49.56, 81.47, 10.19, 4.03, 98.86, 41.63, 12.57, 57.45, 71.17, 49.78, 13.52, 92.99, 59.63, 79.01, 0.89, 79.44, 44.28, 84.65, 18.35, 2.75, 99.54, 6.74, 42.8, 58.75, 89.92, 70.32, 80.78, 48.76, 35.88, 51.55, 2.12, 11.24, 27.34, 87.3, 33.14, 52.57, 98.99, 80.41, 25.26, 84.75, 58.45, 92.94, 0.48, 38.52, 76.05, 26.04, 50.12, 96.73, 3.42, 56.41, 29.64, 84.63, 86.7, 36.53, 48.9, 61.29, 80.14, 68.82, 4.82, 79.47, 45.63, 32.26, 41.08, 20.12, 44.91, 74.0, 48.43, 61.97, 92.15, 78.35, 38.09, 16.77, 37.19, 90.85]
Student 123 : [87.14, 37.28, 81.33, 21.86, 12.09, 92.02, 47.7, 54.54, 29.5, 85.92, 61.76, 15.89, 65.01, 75.67, 98.44, 41.62, 49.82, 52.19, 13.14, 89.04, 87.92, 38.16, 0.18, 36.4, 41.03, 51.01, 71.49, 76.8, 44.74, 96.68, 40.87, 69.36, 4.7, 52.1, 80.37, 61.25, 73.19, 27.82, 61.77, 34.62, 73.21, 75.87, 8.24, 65.04, 19.79, 22.71, 59.49, 99.6, 86.28, 62.24, 96.58, 76.48, 77.24, 39.49, 82.26, 10.94, 98.98, 92.39, 46.94, 67.18, 63.56, 95.61, 91.04, 20.39, 23.13, 68.56, 80.17, 88.5, 7.4, 67.66, 81.39, 79.7, 29.0, 81.98, 25.96, 58.2, 29.18, 91.12, 86.57, 78.11, 59.28, 23.93, 25.99]
Student 124 : [34.79, 92.48, 22.75, 70.67, 46.94, 25.34, 84.11, 43.21, 73.93, 24.41, 69.86, 41.42, 11.34, 62.22, 53.08, 25.59, 3.57, 90.67, 96.15, 65.74, 30.49, 83.26, 57.34, 9.46, 26.66, 16.41, 9.28, 61.47, 29.63, 99.06, 95.27, 31.04, 76.48, 98.42, 11.63, 44.13, 93.71, 77.2, 18.91, 36.04, 54.51, 53.06, 53.0, 37.42, 9.66, 14.53, 28.25, 41.12, 33.42, 79.35, 99.3, 91.36, 64.43, 60.8, 75.29, 67.24, 62.78, 15.89, 61.21, 42.66, 49.27, 84.71, 34.52, 92.05, 40.7, 95.06, 51.94, 77.11, 45.58, 98.3, 21.6, 93.56, 39.07, 22.91, 68.37, 78.9, 92.76, 80.87, 66.71, 82.39, 95.33, 38.48, 14.58]
Student 125 : [78.75, 12.75, 24.35, 17.97, 28.3, 71.69, 64.98, 87.45, 46.31, 93.51, 93.18, 62.24, 90.06, 91.56, 2.31, 71.65, 12.71, 82.5, 19.96, 54.67, 65.05, 61.0, 60.01, 94.6, 80.81, 92.36, 15.56, 28.32, 90.9, 81.95, 10.97, 68.85, 61.75, 49.24, 51.54, 31.2, 68.21, 94.39, 44.61, 44.71, 92.43, 95.76, 17.45, 68.13, 86.71, 17.52, 24.15, 97.57, 50.54, 38.91, 16.0, 72.31, 49.92, 38.33, 48.38, 38.12, 50.32, 79.03, 10.59, 24.18, 44.07, 46.42, 94.76, 25.48, 27.27, 81.37, 64.61, 60.14, 21.95, 38.84, 46.0, 88.43, 45.05, 76.43, 36.92, 38.76, 97.34, 43.82, 26.9, 84.74, 82.67, 0.55, 23.1]
Student 126 : [35.65, 28.25, 27.77, 72.01, 59.77, 69.84, 71.1, 91.21, 51.83, 30.79, 21.66, 49.69, 57.28, 16.76, 16.56, 93.87, 72.05, 51.43, 64.98, 0.92, 94.38, 48.75, 22.95, 25.0, 83.29, 8.42, 19.32, 49.08, 71.28, 96.0, 75.74, 41.51, 82.54, 39.4, 6.44, 88.65, 15.33, 72.23, 79.99, 25.15, 57.17, 80.83, 74.16, 11.32, 15.2, 66.99, 57.89, 13.7, 60.3, 20.87, 89.6, 29.19, 3.28, 10.0, 29.91, 55.95, 44.21, 29.19, 28.69, 54.62, 61.93, 23.57, 61.2, 62.72, 39.51, 92.31, 56.17, 21.65, 53.93, 4.18, 79.98, 51.1, 93.17, 7.82, 15.22, 58.7, 2.48, 99.1, 99.49, 4.24, 3.09, 16.26, 70.87]
Student 127 : [6.79, 27.36, 86.08, 90.71, 2.91, 30.27, 3.35, 51.01, 64.41, 31.29, 25.32, 92.39, 15.34, 69.4, 42.36, 53.62, 41.9, 19.87, 31.41, 33.41, 24.27, 50.27, 3.99, 10.18, 60.46, 61.83, 35.32, 26.36, 97.41, 75.75, 74.86, 88.67, 58.76, 18.14, 83.82, 13.16, 99.4, 42.25, 5.37, 61.13, 22.8, 2.07, 50.15, 70.57, 68.52, 57.52, 71.06, 86.71, 14.79, 48.17, 9.1, 34.52, 43.6, 19.86, 15.09, 56.69, 84.41, 26.44, 90.98, 60.82, 86.63, 57.62, 48.59, 81.5, 70.53, 63.1, 53.98, 64.73, 71.92, 52.85, 11.03, 24.79, 26.62, 54.32, 39.24, 7.15, 37.38, 97.86, 17.48, 14.77, 28.19, 84.08, 98.25]
Student 128 : [72.13, 22.4, 15.84, 55.54, 81.83, 24.22, 86.8, 44.64, 34.94, 27.22, 35.5, 57.88, 85.69, 50.45, 14.57, 91.3, 27.31, 46.2, 17.9, 87.07, 73.52, 47.71, 42.38, 48.44, 97.46, 69.32, 97.52, 66.41, 19.54, 50.14, 38.65, 98.07, 36.13, 93.06, 76.03, 35.56, 58.89, 13.97, 17.02, 57.47, 91.18, 82.75, 31.19, 59.67, 2.08, 7.19, 89.64, 21.56, 71.73, 83.54, 18.46, 75.36, 71.72, 13.74, 24.15, 11.07, 13.8, 67.81, 93.62, 67.83, 46.48, 52.45, 45.39, 33.41, 4.9, 32.0, 10.05, 98.28, 21.85, 36.16, 47.85, 87.61, 89.76, 80.69, 69.17, 25.65, 22.64, 21.49, 9.88, 70.18, 4.51, 60.8, 27.4]
Student 129 : [14.5, 8.49, 82.34, 40.54, 11.29, 70.14, 46.64, 45.7, 87.26, 85.68, 68.06, 31.79, 39.64, 96.46, 37.26, 98.02, 15.46, 30.71, 22.57, 76.89, 43.92, 47.45, 67.72, 30.15, 32.39, 37.69, 28.11, 14.24, 22.96, 74.84, 10.53, 94.47, 71.48, 16.27, 66.85, 30.09, 42.04, 58.52, 93.5, 35.49, 6.57, 39.42, 5.53, 47.05, 1.14, 62.62, 86.36, 89.14, 18.83, 91.87, 62.74, 38.66, 11.95, 25.9, 17.91, 32.58, 36.02, 17.83, 35.69, 50.02, 92.09, 47.79, 62.93, 26.95, 14.84, 91.91, 88.53, 29.58, 9.44, 56.43, 63.61, 20.73, 61.95, 62.04, 29.09, 2.22, 35.12, 69.88, 74.67, 6.26, 14.51, 38.24, 26.11]
Student 130 : [29.11, 12.97, 58.71, 61.92, 44.95, 27.03, 2.81, 90.17, 97.49, 23.02, 75.38, 59.91, 84.11, 29.68, 31.94, 41.78, 26.95, 55.2, 47.8, 42.65, 86.18, 63.21, 99.26, 79.55, 53.67, 71.2, 90.85, 61.05, 10.33, 61.69, 41.52, 72.91, 46.66, 97.44, 84.94, 54.3, 39.42, 35.68, 9.5, 94.38, 49.55, 43.77, 62.02, 74.86, 56.49, 28.9, 66.03, 33.8, 72.26, 7.58, 60.14, 27.98, 85.14, 57.54, 44.89, 27.23, 67.01, 13.96, 37.64, 82.26, 41.25, 94.97, 74.18, 69.73, 48.71, 67.03, 62.85, 33.16, 68.1, 89.86, 92.7, 6.12, 44.21, 12.97, 20.45, 25.81, 52.32, 30.49, 12.79, 18.83, 80.5, 40.16, 0.46]
